State,Sector,Gender,Indicator,Migration Reason,Value
Gujarat,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,2.6
Gujarat,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,0.1
Gujarat,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,3.3
Gujarat,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,41.3
Gujarat,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,22.3
Gujarat,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,41.1
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,1
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,0
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,0.7
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,0.3
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,0.4
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,-
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,1.1
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Business,-
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Displacement by development project,-
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0.8
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,-
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,-
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Health care,0
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,2.6
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,0.3
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,3.8
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Housing problems/  insufficient land holding,0.7
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,22.3
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,-
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,20.5
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of better employment,0.7
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,12.2
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,0.2
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,22.1
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,In search of employment,0.3
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,23.2
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,97.3
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,2.5
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Marriage,81.9
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,12
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,1.5
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,29.4
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Migration of parent/earning member of the family,14.5
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",2.5
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",0.1
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Natural disaster (drought,flood, tsunami, etc.)",-
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,2.1
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,0.2
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,1.4
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Others,0.3
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,0.7
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,-
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,0.1
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Post retirement,-
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,1.9
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,0
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,2.2
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Proximity to place of work,0
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,-
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,-
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,-
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Scarcity of water,-
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.4
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",1.5
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,"Social/political problems (riots, terrorism, political refugee, bad law and order, etc.)",0.4
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,11.2
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,0.2
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,2.7
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Studies,0.6
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,2.6
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,-
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,5.3
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,To take up employment / better employment,-
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,4.2
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,-
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,6.6
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Transfer of service/ contract,0.3
Haryana,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,2.8
Haryana,Rural,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,43.5
Haryana,Urban,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,16.1
Haryana,Urban,Female,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,*,49.3
Himachal Pradesh,Rural,Male,Percentage Distribution of Persons by Main Reason for Leaving Last Usual Place of Residence,Acquisition of own house/ flat,0.5
